brand,condition,door_count,first_owner,fiscal_power,fuel_type,mileage,model,origin,price,sector,seller_city,transmission,year,publication_Year,publication_Month,publication_Day,publication_Weekday,Is_Weekend,Days_since_posted,Alloy_wheels,Airbags,Air_conditioning,Navigation_system,Sunroof,Leather_seats,Parking_sensors,Rear_camera,Electric_windows,ABS,ESP,Cruise_control,Speed_limiter,CD/MP3/Bluetooth,On_board_computer,Central_locking
alfa romeo,Très bon,5,Non,8,diesel,97499,Giulietta,Importée neuve,165000,Rabat,Haut Agdal,Automatique,2016,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False
volkswagen,Très bon,5,Non,8,diesel,324999,Passat,WW au Maroc,87000,Mohammedia,Autre secteur,Manuelle,2009,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False
toyota,Très bon,5,Non,8,diesel,274999,Corolla Verso,WW au Maroc,80000,Kenitra,Autre secteur,Manuelle,2005,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ssangyong,Très bon,5,Non,8,diesel,174999,Kyron,WW au Maroc,65000,Kenitra,Ouled Oujih,Automatique,2010,2025,4,4,6,1,26,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,22499,Logan,WW au Maroc,123000,Sidi Yahya El Gharb,Toute la Ville,Manuelle,2019,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
volkswagen,Très bon,5,Non,8,diesel,144999,Tiguan,WW au Maroc,156900,Kenitra,Ouled Oujih,Manuelle,2016,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Oui,8,diesel,97499,Série 4,WW au Maroc,225000,Casablanca,Aïn Diab,Automatique,2015,2025,4,10,5,0,20,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Très bon,5,Oui,6,diesel,7499,Megane,WW au Maroc,150000,Casablanca,Casablanca Finance City,Manuelle,2017,2024,10,14,2,0,198,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
dacia,Bon,5,Non,7,diesel,114999,Logan,WW au Maroc,970000,Agadir,Cité Adrar,Manuelle,2018,2025,4,3,5,0,27,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
dacia,Excellent,5,Oui,6,diesel,17499,Duster,WW au Maroc,200000,Casablanca,Route d'Azemmour,Automatique,2022,2024,9,14,7,1,228,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
jaguar,Très bon,5,Oui,8,diesel,144999,XF,WW au Maroc,230000,Rabat,Hay Riad,Automatique,2018,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False
ford,Bon,5,Non,8,diesel,274999,Mondeo,WW au Maroc,57000,Casablanca,Ain Sebaa,Manuelle,2010,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
mercedes-benz,Excellent,5,Oui,9,diesel,134999,GLB,WW au Maroc,370000,Agadir,Founty,Automatique,2019,2024,9,14,7,1,228,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
ford,Bon,5,Oui,6,diesel,324999,Focus,WW au Maroc,108000,El Jadida,Centre,Manuelle,2014,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
renault,Très bon,5,Non,7,diesel,194999,Megane,WW au Maroc,98000,Casablanca,Ain Sebaa,Manuelle,2012,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
kia,Excellent,5,Oui,9,hybride,27499,Sorento,WW au Maroc,450000,Sale,Hay Salam,Automatique,2024,2025,3,18,3,0,43,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
hyundai,Très bon,5,Oui,6,diesel,114999,Accent,WW au Maroc,148000,Berrechid,Toute la ville,Manuelle,2020,2025,3,13,5,0,48,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
peugeot,Excellent,5,Oui,6,diesel,72499,208,WW au Maroc,133000,Casablanca,Abdelmoumen,Manuelle,2019,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
fiat,Excellent,5,Non,5,diesel,104999,Punto,WW au Maroc,77000,Tétouan,Autre secteur,Manuelle,2014,2025,4,12,7,1,18,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
volkswagen,Très bon,5,Oui,8,diesel,224999,Passat,WW au Maroc,170000,Oujda,Agdal,Manuelle,2018,2025,4,4,6,1,26,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
opel,Bon,5,Oui,8,essence,124999,Mokka,WW au Maroc,218000,Sale,Hay Chmaou,Automatique,2024,2025,4,12,7,1,18,True,True,False,False,False,False,True,False,False,True,True,False,True,True,True,False
maserati,Excellent,5,Oui,12,diesel,224999,Levante,Dédouanée,650000,Marrakech,Guéliz,Automatique,2023,2025,4,7,2,0,23,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Oui,6,diesel,67499,Classe A,WW au Maroc,250000,Marrakech,Guéliz,Automatique,2018,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Oui,6,diesel,52499,Sandero,WW au Maroc,165000,Casablanca,Ben M'sick,Manuelle,2023,2025,3,20,5,0,41,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
kia,Excellent,5,Non,6,essence,184999,Picanto,WW au Maroc,54000,El Kelaa des Sraghna,Toute la ville,Manuelle,2008,2025,4,6,1,0,24,False,True,False,False,False,False,True,False,False,True,True,False,False,True,False,False
skoda,Excellent,5,Oui,8,diesel,62499,Octavia,Dédouanée,260000,Taznakht,Toute la ville,Automatique,2022,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,134999,Kadjar,WW au Maroc,160000,Sale,Said Hajji,Manuelle,2016,2025,4,12,7,1,18,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
seat,Très bon,5,Non,8,diesel,224999,Leon,Dédouanée,185000,Tanger,Ahlane,Automatique,2015,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
renault,Neuf,5,Non,6,diesel,82499,Kangoo,WW au Maroc,148000,Sale,Frougui,Manuelle,2019,2025,3,26,4,0,35,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ford,Très bon,5,Non,6,diesel,174999,Kuga,WW au Maroc,183000,Casablanca,Al Mostakbal,Manuelle,2018,2025,3,19,4,0,42,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
peugeot,Excellent,5,Non,8,diesel,174999,3008,WW au Maroc,180000,Tétouan,Centre ville,Manuelle,2018,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
peugeot,Excellent,5,Oui,8,essence,224999,307,WW au Maroc,53000,Casablanca,Aïn Borja,Manuelle,2007,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Neuf,5,Oui,8,diesel,72499,Tiguan,WW au Maroc,420000,Casablanca,2 Mars,Automatique,2022,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Oui,8,diesel,52499,Série 4,Importée neuve,650000,Tnine Aglou,Toute la ville,Automatique,2021,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Non,8,diesel,174999,X5,WW au Maroc,250000,Marrakech,Hay Targa,Automatique,2016,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
audi,Bon,5,Non,11,essence,67499,A4,WW au Maroc,300000,Laayoune,Toute la ville,Manuelle,2006,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Non,8,diesel,274999,Golf Plus,Dédouanée,85000,Agadir,Hay Salam,Manuelle,2006,2024,10,14,2,0,198,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
ds,Excellent,5,Non,6,diesel,174999,DS4,WW au Maroc,115000,Berrechid,Toute la ville,Automatique,2013,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,9,diesel,324999,Classe E,Dédouanée,105000,Casablanca,Ben M'sick,Manuelle,2005,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False
opel,Très bon,5,Oui,6,diesel,87499,Crossland,WW au Maroc,150000,Agadir,Autre secteur,Manuelle,2020,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,True,True,False,True,False,True,False
renault,Excellent,5,Oui,7,essence,87499,Clio,WW au Maroc,115000,Marrakech,Daoudiate,Manuelle,2017,2025,3,21,6,1,40,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False
skoda,Excellent,5,Non,8,diesel,194999,Kodiaq,WW au Maroc,320000,Nouaceur,Toute la ville,Automatique,2020,2025,4,9,4,0,21,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
chery,Très bon,5,Non,6,essence,7499,QQ,Pas encore dédouanée,25000,Khenifra,Toute la ville,Manuelle,2008,2025,3,25,3,0,36,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
fiat,Excellent,5,Non,7,essence,274999,Siena,WW au Maroc,37000,Bouznika,Autre secteur,Manuelle,2000,2025,3,27,5,0,34,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
ford,Très bon,5,Non,7,essence,17499,Fiesta,WW au Maroc,75000,Agadir Melloul,Toute la ville,Manuelle,2013,2024,10,14,2,0,198,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
kia,Très bon,5,Non,9,diesel,77499,Carnival,WW au Maroc,375000,Casablanca,Sidi Bernoussi,Automatique,2022,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
peugeot,Très bon,5,Non,8,diesel,32499,407,WW au Maroc,53000,Casablanca,Lissasfa,Manuelle,2005,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False
land rover,Excellent,5,Non,12,diesel,164999,Range Rover Sport,WW au Maroc,330000,Casablanca,Ain Sebaa,Automatique,2016,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
nissan,Bon,5,Non,8,diesel,274999,Almera,Importée neuve,22000,Sidi Kacem,Toute la ville,Manuelle,2000,2025,3,13,5,0,48,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
bmw,Excellent,5,Non,8,diesel,82499,Série 4,WW au Maroc,299999,Casablanca,Abdelmoumen,Automatique,2020,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
opel,Excellent,5,Oui,6,diesel,114999,Grandland,WW au Maroc,185000,Temara,Centre Ville,Manuelle,2019,2025,3,23,1,0,38,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False
ford,Excellent,5,Oui,8,diesel,87499,Kuga,WW au Maroc,280000,Casablanca,Bourgogne,Automatique,2021,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False
renault,Excellent,5,Non,6,diesel,92499,Clio,WW au Maroc,139000,Kenitra,Centre,Manuelle,2022,2025,4,12,7,1,18,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Bon,5,Oui,8,diesel,154999,Tiguan,WW au Maroc,230000,Casablanca,Aïn Diab,Automatique,2018,2025,4,3,5,0,27,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
volkswagen,Excellent,5,Non,6,diesel,164999,Golf 7,Dédouanée,154000,Khouribga,Toute la ville,Manuelle,2013,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
kia,Très bon,5,Non,5,essence,324999,Picanto,Dédouanée,55000,Casablanca,Ain Sebaa,Manuelle,2007,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False
peugeot,Très bon,5,Non,6,diesel,67499,208,WW au Maroc,150000,Casablanca,Al Qods,Manuelle,2021,2025,3,18,3,0,43,True,False,True,False,False,False,True,False,False,True,False,False,True,True,False,False
hyundai,Excellent,5,Oui,6,diesel,224999,i30,WW au Maroc,99000,Casablanca,Almaz,Manuelle,2011,2025,3,16,1,0,45,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False
volkswagen,Excellent,5,Non,6,essence,424999,Gol,WW au Maroc,25000,Casablanca,Centre Ville,Manuelle,2005,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,True,True,False,True,True,False,False
honda,Excellent,5,Non,6,diesel,77499,Civic,WW au Maroc,179000,Casablanca,2 Mars,Manuelle,2019,2025,4,8,3,0,22,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
audi,Très bon,5,Non,8,diesel,164999,A4,WW au Maroc,162000,Casablanca,Beauséjour,Manuelle,2013,2025,4,8,3,0,22,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
opel,Excellent,5,Oui,6,diesel,144999,Combo,WW au Maroc,148000,Casablanca,2 Mars,Manuelle,2020,2025,3,24,2,0,37,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mazda,Très bon,5,Non,8,essence,134999,Mazda 2,WW au Maroc,58000,Agadir,El Houda,Manuelle,2008,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
citroën,Très bon,5,Oui,14,diesel,134999,Berlingo,WW au Maroc,195000,Kenitra,Bab Fès,Manuelle,2021,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,False,False,True,True,False,False
dacia,Excellent,5,Non,6,diesel,194999,Logan,WW au Maroc,93000,Sidi Kacem,Toute la ville,Manuelle,2019,2025,3,16,1,0,45,False,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False
alfa romeo,Excellent,5,Oui,8,diesel,154999,Giulietta,WW au Maroc,125000,Sale,Sala El Jadida,Automatique,2013,2025,3,20,5,0,41,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ssangyong,Bon,5,Non,8,diesel,474999,Stavic,WW au Maroc,60000,Agadir,Autre secteur,Manuelle,2015,2025,3,16,1,0,45,True,True,True,False,False,False,True,False,False,True,True,False,False,True,False,False
opel,Très bon,5,Non,6,diesel,224999,Astra,WW au Maroc,145000,Agadir,Ben Serguaou,Manuelle,2018,2025,3,21,6,1,40,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Non,8,diesel,224999,220,WW au Maroc,148000,Tanger,Dher Ahjjam,Automatique,2012,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Oui,9,diesel,324999,Santa Fe,WW au Maroc,145000,Casablanca,Ain Sebaa,Automatique,2012,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
dacia,Excellent,5,Oui,6,diesel,104999,Dokker,WW au Maroc,105000,Tanger,Beni Makada Lakdima,Manuelle,2021,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
ford,Très bon,5,Oui,6,diesel,57499,Kuga,WW au Maroc,227000,Casablanca,Autre secteur,Manuelle,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,False,True,False,True,False,False,False
dacia,Très bon,5,Non,6,diesel,194999,Sandero,WW au Maroc,85000,Laayoune,Toute la ville,Manuelle,2014,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
mini,Excellent,5,Oui,6,diesel,104999,Cooper,WW au Maroc,163000,Rabat,Hay Riad,Manuelle,2016,2025,2,11,3,0,78,True,True,False,False,False,False,False,False,False,True,True,False,True,True,True,False
porsche,Neuf,5,Oui,16,essence,97499,Cayenne,Importée neuve,670000,Rabat,Hay Riad,Automatique,2019,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
toyota,Très bon,5,Non,8,diesel,224999,Verso,WW au Maroc,90000,Sale,Sidi Moussa,Manuelle,2012,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False
peugeot,Excellent,5,Non,7,diesel,32499,Rifter,WW au Maroc,169000,Casablanca,Al Fida,Manuelle,2022,2025,1,12,1,0,108,True,False,True,False,True,False,True,False,False,True,True,False,True,False,True,False
fiat,Neuf,5,Oui,6,diesel,22499,Fiorino,WW au Maroc,158000,Rabat,Autre secteur,Manuelle,2024,2025,3,26,4,0,35,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Oui,11,essence,87499,Golf 8,Importée neuve,420000,Tanger,Malabata,Automatique,2021,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
nissan,Très bon,5,Non,10,diesel,194999,Pathfinder,WW au Maroc,80000,Agadir,Tassila,Manuelle,2006,2025,3,17,2,0,44,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
suzuki,Bon,5,Non,7,diesel,324999,Grand Vitara,WW au Maroc,67000,Bouskoura,Bouskoura centre,Manuelle,2009,2024,12,13,6,1,138,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False
alfa romeo,Excellent,5,Oui,6,diesel,184999,Giulietta,WW au Maroc,133000,Rabat,Hay el Fath,Manuelle,2015,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
kia,Très bon,5,Non,6,essence,114999,Picanto,WW au Maroc,55000,Agadir,Amsernate,Manuelle,2007,2024,10,14,2,0,198,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
toyota,Très bon,5,Non,6,essence,2499,Yaris,WW au Maroc,110000,Rabat,Hassan,Manuelle,2020,2025,3,15,7,1,46,True,True,True,False,False,False,True,False,False,True,False,False,False,True,True,False
honda,Bon,5,Non,6,essence,224999,Jazz,WW au Maroc,52000,Agadir,Autre secteur,Manuelle,2005,2025,1,12,1,0,108,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False
bmw,Très bon,5,Oui,11,essence,144999,X1,WW au Maroc,137000,Casablanca,Aïn Diab,Automatique,2013,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
mercedes-benz,Excellent,5,Oui,8,diesel,92499,Classe GLE,WW au Maroc,600000,Rabat,Hay Riad,Automatique,2020,2024,12,13,6,1,138,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Oui,8,diesel,194999,Passat,Dédouanée,105000,Rabat,Yacoub El Mansour,Manuelle,2007,2025,3,31,2,0,30,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
hyundai,Excellent,5,Oui,6,diesel,174999,i40,WW au Maroc,118000,Rabat,Quartier de l'Océan,Automatique,2013,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
renault,Très bon,5,Non,7,diesel,274999,Megane,WW au Maroc,95000,Meknes,Autre secteur,Manuelle,2010,2025,3,27,5,0,34,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Non,9,diesel,184999,250,WW au Maroc,210000,Temara,Centre Ville,Automatique,2014,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
opel,Excellent,5,Non,6,diesel,134999,Grandland,WW au Maroc,183000,El Jadida,Alaouiyine,Manuelle,2018,2025,3,25,3,0,36,True,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False
dacia,Très bon,5,Oui,7,diesel,7499,Logan,WW au Maroc,105000,Temara,Ain Atig,Manuelle,2019,2024,12,13,6,1,138,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False
fiat,Excellent,3,Oui,7,essence,7499,500,WW au Maroc,250000,Casablanca,Anfa,Automatique,2023,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Non,9,diesel,144999,Classe C,Dédouanée,340000,Khouribga,Toute la ville,Automatique,2018,2025,1,12,1,0,108,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
citroen,Très bon,5,Non,7,diesel,374999,Berlingo,WW au Maroc,53000,Sidi Kacem,Toute la ville,Manuelle,2002,2025,3,22,7,1,39,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Excellent,5,Oui,41,diesel,37499,Tiguan,WW au Maroc,382500,Fes,Fès Médina,Automatique,2023,2025,4,3,5,0,27,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
ford,Excellent,5,Non,6,diesel,144999,Kuga,WW au Maroc,206000,Temara,Harhoura,Manuelle,2020,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Très bon,5,Non,8,diesel,194999,Focus,WW au Maroc,115000,Rabat,El Youssoufia,Manuelle,2013,2025,3,13,5,0,48,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Très bon,5,Non,6,diesel,134999,Fiesta,WW au Maroc,117000,Agadir,Assaka,Manuelle,2013,2025,3,26,4,0,35,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Oui,9,diesel,22499,220,WW au Maroc,120000,Agadir,Centre Ville,Automatique,2010,2025,3,13,5,0,48,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False
mercedes-benz,Très bon,5,Non,9,diesel,154999,Classe A,Dédouanée,350000,Marrakech,Guéliz,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
citroen,Excellent,5,Oui,6,diesel,57499,C3,WW au Maroc,145000,Sidi Kacem,Toute la ville,Manuelle,2021,2025,4,1,3,0,29,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False
volkswagen,Excellent,5,Oui,8,diesel,32499,Tiguan,Dédouanée,750000,Meknes,Hamria,Automatique,2024,2025,4,7,2,0,23,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
toyota,Très bon,3,Oui,10,diesel,12499,Hilux,WW au Maroc,230000,Tiflet,Toute la ville,Manuelle,2021,2025,1,12,1,0,108,False,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False
opel,Très bon,5,Non,7,essence,17499,Corsa,WW au Maroc,58000,Beni Mellal,Toute la ville,Manuelle,2010,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
bmw,Très bon,5,Non,8,diesel,224999,Série 5,WW au Maroc,195000,Rabat,Quartier de l'Océan,Automatique,2014,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,12,diesel,224999,Classe S,WW au Maroc,85000,Casablanca,Belvédère,Automatique,2006,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Très bon,5,Non,8,diesel,224999,Sharan,Dédouanée,179000,Bouskoura,Bouskoura centre,Manuelle,2011,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
bmw,Très bon,5,Oui,12,essence,87499,X5,WW au Maroc,119000,Casablanca,Ain Sebaa,Manuelle,2019,2025,4,11,6,1,19,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
peugeot,Correct,5,Non,6,diesel,224999,206,WW au Maroc,69000,Casablanca,Sidi Bernoussi,Manuelle,2020,2025,4,6,1,0,24,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
peugeot,Très bon,5,Non,8,diesel,124999,3008,WW au Maroc,270000,Casablanca,Ain Sebaa,Automatique,2022,2025,4,11,6,1,19,False,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
toyota,Excellent,5,Oui,6,essence,92499,Yaris,WW au Maroc,105000,Fquih Ben Saleh,Toute la ville,Manuelle,2018,2024,10,14,2,0,198,False,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
peugeot,Excellent,5,Non,6,diesel,274999,308,Dédouanée,73000,Casablanca,Sidi Othmane,Manuelle,2011,2024,9,14,7,1,228,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False
peugeot,Excellent,5,Oui,6,diesel,2499,208,WW au Maroc,145000,Kenitra,Maamora,Manuelle,2022,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
ssangyong,Très bon,5,Non,8,diesel,224999,Kyron,WW au Maroc,65000,Nador,Centre Ville,Manuelle,2009,2025,3,21,6,1,40,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
mercedes-benz,Excellent,5,Non,9,diesel,27499,220,Dédouanée,117000,Nador,Centre Ville,Automatique,2006,2025,4,9,4,0,21,True,True,True,False,True,False,False,False,False,True,True,False,True,True,False,False
peugeot,Excellent,3,Non,7,diesel,2499,Partner,WW au Maroc,55000,Tanger,Autre secteur,Manuelle,2008,2025,4,2,4,0,28,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
ford,Excellent,5,Non,6,diesel,164999,C-Max,WW au Maroc,127000,Laayoune,Toute la ville,Manuelle,2012,2025,3,16,1,0,45,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
seat,Excellent,5,Non,6,diesel,184999,Ibiza,WW au Maroc,89000,Marrakech,Massira 3,Manuelle,2013,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
citroen,Excellent,5,Non,6,diesel,224999,C3,WW au Maroc,57000,Fes,Autre secteur,Manuelle,2004,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False
citroen,Très bon,5,Non,6,diesel,47499,C3,WW au Maroc,142000,Meknes,Sidi Bouzekri,Manuelle,2021,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
nissan,Très bon,5,Non,6,diesel,144999,Micra,WW au Maroc,125000,Casablanca,2 Mars,Manuelle,2021,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
skoda,Très bon,5,Oui,8,diesel,324999,Superb,WW au Maroc,90000,Casablanca,Californie,Automatique,2012,2025,4,4,6,1,26,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,8,diesel,87499,Classe E,WW au Maroc,340000,Casablanca,Maarif,Automatique,2019,2025,3,24,2,0,37,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
toyota,Excellent,5,Non,5,diesel,184999,Corolla,WW au Maroc,134000,Fes,Narjis,Manuelle,2016,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
land rover,Excellent,5,Oui,12,diesel,67499,Range Rover Sport,WW au Maroc,650000,Casablanca,Maarif,Automatique,2021,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
jeep,Excellent,5,Non,12,diesel,134999,Grand Cherokee,WW au Maroc,265000,Casablanca,Anfa,Automatique,2021,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Oui,8,diesel,134999,Classe E,WW au Maroc,309000,Marrakech,Hivernage,Automatique,2019,2025,4,6,1,0,24,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Excellent,5,Non,6,diesel,2499,Touran,Dédouanée,165000,Taza,Toute la ville,Manuelle,2013,2025,4,3,5,0,27,True,False,True,False,True,False,True,False,False,True,True,False,False,True,False,False
