brand,condition,door_count,first_owner,fiscal_power,fuel_type,mileage,model,origin,price,sector,seller_city,transmission,year,publication_Year,publication_Month,publication_Day,publication_Weekday,Is_Weekend,Days_since_posted,Alloy_wheels,Airbags,Air_conditioning,Navigation_system,Sunroof,Leather_seats,Parking_sensors,Rear_camera,Electric_windows,ABS,ESP,Cruise_control,Speed_limiter,CD/MP3/Bluetooth,On_board_computer,Central_locking
mercedes-benz,Excellent,5,Oui,6,diesel,42499,Classe CLA,WW au Maroc,259000,Casablanca,Aïn Diab,Automatique,2018,2025,4,11,6,1,19,True,True,True,False,False,False,True,False,False,False,True,False,True,True,True,False
renault,Bon,5,Oui,6,diesel,224999,Clio,WW au Maroc,115000,Casablanca,Ain Sebaa,Automatique,2018,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,True,False,False,True,False,True,False
bmw,Excellent,5,Non,12,diesel,274999,Série 5,WW au Maroc,133000,Kenitra,Centre,Automatique,2011,2025,3,21,6,1,40,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
fiat,Excellent,5,Non,5,diesel,224999,Punto,WW au Maroc,90000,Beni Mellal,Toute la ville,Manuelle,2014,2025,4,1,3,0,29,True,True,True,False,False,False,False,False,False,True,False,False,True,True,True,False
land rover,Très bon,5,Non,12,diesel,194999,Range Rover Vogue,WW au Maroc,289000,Beni Mellal,Toute la ville,Automatique,2014,2025,4,7,2,0,23,True,False,True,False,True,False,True,False,False,True,False,False,True,False,True,False
dacia,Excellent,5,Non,6,diesel,184999,Logan,WW au Maroc,75000,Casablanca,Lissasfa,Manuelle,2009,2025,2,11,3,0,78,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
dacia,Bon,5,Non,6,diesel,224999,Sandero,WW au Maroc,98000,Tanger,Castilla,Manuelle,2016,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
jeep,Très bon,5,Oui,9,diesel,57499,Cherokee,WW au Maroc,255000,Temara,Centre Ville,Automatique,2021,2025,3,24,2,0,37,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
audi,Neuf,5,Oui,8,diesel,194999,Q5,WW au Maroc,159000,Fes,Agdal,Automatique,2012,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
bmw,Très bon,5,Non,11,essence,194999,Série 3,WW au Maroc,73000,Tétouan,Autre secteur,Automatique,2007,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
toyota,Excellent,5,Oui,14,hybride,82499,RAV-4,WW au Maroc,300000,Tanger,Centre,Automatique,2021,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mitsubishi,Neuf,3,Non,9,diesel,224999,Outlander,Pas encore dédouanée,160000,Fes,Agdal,Automatique,2015,2024,12,13,6,1,138,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False
mercedes-benz,Très bon,5,Non,8,diesel,424999,Classe B,WW au Maroc,77000,Temara,Wifak,Manuelle,2007,2024,12,13,6,1,138,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
peugeot,Très bon,5,Oui,7,diesel,134999,3008,WW au Maroc,120000,Sale,El Qaria,Manuelle,2010,2025,3,13,5,0,48,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
citroen,Bon,5,Non,9,essence,194999,Xsara,WW au Maroc,35000,Temara,Abbadi,Manuelle,2004,2025,3,25,3,0,36,False,False,False,False,False,False,False,False,False,True,True,False,False,True,True,False
renault,Bon,5,Non,6,diesel,67499,Captur,WW au Maroc,173000,Casablanca,Hay Mohammadi,Manuelle,2022,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
kia,Très bon,5,Non,6,essence,224999,Picanto,WW au Maroc,50000,Beni Mellal,Toute la ville,Manuelle,2008,2025,4,2,4,0,28,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
peugeot,Excellent,5,Oui,6,diesel,32499,301,WW au Maroc,136000,Safi,Saâida 1 et 2,Manuelle,2021,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
fiat,Bon,5,Oui,5,diesel,194999,Tipo,WW au Maroc,94000,Nador,Centre Ville,Manuelle,2019,2025,3,13,5,0,48,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
volkswagen,Excellent,5,Non,8,diesel,7499,Passat,Pas encore dédouanée,62000,Souk El Arbaa,Toute la ville,Manuelle,2001,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
bmw,Excellent,5,Oui,7,diesel,224999,Série 5,WW au Maroc,95000,Casablanca,Oasis,Automatique,2005,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
audi,Excellent,5,Non,18,diesel,164999,Q7,Importée neuve,420000,Casablanca,Abdelmoumen,Automatique,2017,2025,3,17,2,0,44,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
fiat,Très bon,5,Non,6,diesel,474999,Doblo,WW au Maroc,65000,Temara,Centre Ville,Manuelle,2015,2025,2,11,3,0,78,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False
mazda,Très bon,5,Non,8,essence,42499,Mazda 2,WW au Maroc,67000,Casablanca,Derb Ghallef,Manuelle,2008,2025,3,21,6,1,40,True,True,True,False,False,False,False,False,False,True,True,False,False,False,True,False
mercedes-benz,Excellent,5,Non,9,diesel,164999,Classe CLA,WW au Maroc,200000,Meknes,Marjane 2,Automatique,2013,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Très bon,5,Non,6,essence,37499,Fiesta,WW au Maroc,126000,Casablanca,Ain Sebaa,Manuelle,2020,2025,4,7,2,0,23,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
opel,Excellent,5,Oui,6,diesel,82499,Crossland,WW au Maroc,185000,Guelmim,Toute la ville,Manuelle,2021,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
renault,Excellent,5,Non,7,diesel,474999,Megane,WW au Maroc,96000,Marrakech,Av Mohammed V,Manuelle,2011,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
land rover,Excellent,5,Oui,8,diesel,82499,Range Rover Vogue,WW au Maroc,740000,Casablanca,Anfa,Automatique,2021,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Bon,5,Non,6,diesel,114999,Duster,WW au Maroc,140000,Settat,Toute la ville,Manuelle,2018,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,False,False,True,False,True,False
volkswagen,Très bon,5,Oui,10,diesel,184999,Golf 6,Dédouanée,160000,Larache,Toute la ville,Manuelle,2015,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,False,False,False,True,True,False,False
bmw,Très bon,5,Oui,8,diesel,184999,Série 5,WW au Maroc,275000,Marrakech,Hay Al Hassani,Automatique,2017,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
hyundai,Excellent,5,Oui,6,diesel,2499,i30,WW au Maroc,226000,Sale,Tabriquet,Automatique,2023,2025,4,8,3,0,22,True,True,True,False,False,False,False,False,False,True,False,False,True,True,False,False
jeep,Très bon,5,Non,11,diesel,154999,Cherokee,WW au Maroc,165000,Dar Bouazza,Toute la ville,Automatique,2016,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,False,False,True,True,True,False
bmw,Excellent,5,Non,8,diesel,154999,Série 5,WW au Maroc,278000,Kenitra,Centre,Automatique,2017,2025,3,22,7,1,39,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
kia,Très bon,5,Non,8,diesel,2499,Sportage,Dédouanée,73000,Beni Mellal,Toute la ville,Manuelle,2010,2025,3,21,6,1,40,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False
opel,Très bon,5,Oui,6,diesel,114999,Grandland,WW au Maroc,195000,Tanger,Marjane,Manuelle,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Non,8,diesel,154999,X3,WW au Maroc,235000,Tanger,Centre ville,Automatique,2014,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Excellent,5,Non,10,essence,224999,Classe C,Importée neuve,75000,Oujda,Andalous,Manuelle,2006,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
toyota,Excellent,5,Oui,6,essence,57499,C-HR,WW au Maroc,200000,Kenitra,Taïbia,Manuelle,2019,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
kia,Excellent,5,Non,6,essence,72499,Picanto,WW au Maroc,108000,Rabat,Médina de Rabat,Manuelle,2021,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
hyundai,Très bon,5,Non,6,diesel,2499,i20,WW au Maroc,150000,Casablanca,Centre Ville,Manuelle,2021,2025,4,3,5,0,27,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Très bon,5,Oui,12,diesel,134999,Touareg,WW au Maroc,360000,Casablanca,Ain Sebaa,Automatique,2022,2025,3,22,7,1,39,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
toyota,Très bon,5,Non,5,diesel,224999,Yaris,WW au Maroc,85000,Tanger,Al Mandar Al Jamil,Manuelle,2014,2025,3,30,1,0,31,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
hyundai,Très bon,5,Non,9,diesel,154999,Santa Fe,WW au Maroc,95000,Tiflet,Toute la ville,Manuelle,2009,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False
jeep,Très bon,5,Non,12,diesel,224999,Grand Cherokee,WW au Maroc,50000,Marrakech,Hay Charaf,Automatique,2005,2025,4,4,6,1,26,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
fiat,Très bon,5,Non,6,essence,92499,500,WW au Maroc,117000,Marrakech,Massira 2,Automatique,2018,2025,4,12,7,1,18,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
toyota,Excellent,5,Non,9,diesel,12499,Avensis,WW au Maroc,80000,Agadir,Assaka,Manuelle,2007,2024,12,13,6,1,138,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
citroen,Excellent,5,Non,6,diesel,82499,Berlingo,WW au Maroc,149000,Temara,Centre Ville,Manuelle,2019,2025,2,11,3,0,78,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
peugeot,Excellent,5,Oui,6,diesel,72499,301,WW au Maroc,130000,El Jadida,Autre secteur,Manuelle,2021,2025,4,7,2,0,23,False,True,True,False,False,False,False,False,False,False,True,False,True,True,True,False
renault,Très bon,3,Non,6,diesel,274999,Kangoo,WW au Maroc,80000,Zagora,Toute la ville,Manuelle,2008,2025,2,11,3,0,78,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
toyota,Excellent,5,Oui,6,hybride,134999,Corolla,WW au Maroc,175000,Rabat,Yacoub El Mansour,Automatique,2019,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
opel,Très bon,5,Oui,8,diesel,224999,Mokka,WW au Maroc,140000,Safi,Autre secteur,Automatique,2019,2025,3,17,2,0,44,True,True,True,False,False,False,True,False,False,True,True,False,True,False,False,False
dacia,Excellent,5,Non,6,diesel,47499,Sandero,WW au Maroc,140000,Rabat,Autre secteur,Manuelle,2023,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,False,False,False,False,True,True,False
dacia,Excellent,5,Oui,6,essence,104999,Logan,WW au Maroc,118000,Casablanca,Aïn Chock,Automatique,2022,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
audi,Très bon,3,Non,6,diesel,174999,A1,Dédouanée,126000,Oujda,Hay El Qods,Manuelle,2011,2025,2,11,3,0,78,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
bmw,Excellent,5,Non,8,diesel,224999,Série 5,WW au Maroc,195000,Sale,Sala El Jadida,Automatique,2013,2025,4,4,6,1,26,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
alfa romeo,Bon,5,Non,17,essence,92499,166,WW au Maroc,18000,Casablanca,Maarif,Automatique,2005,2024,9,14,7,1,228,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
volkswagen,Excellent,5,Non,8,diesel,174999,Tiguan,WW au Maroc,155000,Casablanca,Ain Sebaa,Manuelle,2015,2024,10,14,2,0,198,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
ford,Très bon,5,Oui,8,diesel,174999,Kuga,WW au Maroc,180000,Berrechid,Toute la ville,Manuelle,2018,2024,10,14,2,0,198,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
bmw,Très bon,5,Non,12,diesel,224999,X5,WW au Maroc,135000,Casablanca,2 Mars,Automatique,2012,2025,1,12,1,0,108,True,False,True,False,False,False,True,False,False,True,False,False,True,True,True,False
dacia,Excellent,5,Non,6,diesel,124999,Logan,WW au Maroc,112000,Sidi Slimane,Toute la ville,Manuelle,2019,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False
mercedes-benz,Excellent,5,Non,9,diesel,224999,Classe C,Importée neuve,335000,Agadir,Illigh,Automatique,2016,2025,3,27,5,0,34,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
mercedes-benz,Très bon,5,Oui,9,diesel,154999,Classe CLA,WW au Maroc,310000,Casablanca,Aïn Chock,Automatique,2019,2025,4,2,4,0,28,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
dacia,Excellent,5,Non,6,diesel,224999,Logan,WW au Maroc,72000,Fes,Narjis,Manuelle,2011,2025,3,13,5,0,48,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
volkswagen,Très bon,5,Non,8,diesel,424999,Golf 5,WW au Maroc,70000,Casablanca,Almaz,Manuelle,2004,2025,3,23,1,0,38,True,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False
renault,Très bon,5,Non,7,diesel,274999,Grand Scenic,WW au Maroc,74000,Safi,Hay essalam,Manuelle,2007,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,False,False,False,False,False,False
jaguar,Bon,5,Non,8,diesel,144999,X-Type,WW au Maroc,59000,Casablanca,Centre Ville,Manuelle,2007,2025,3,22,7,1,39,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
dacia,Très bon,5,Non,7,diesel,194999,Duster,WW au Maroc,107000,Agadir,Hay Dakhla,Manuelle,2011,2025,3,13,5,0,48,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False
citroen,Très bon,5,Non,8,diesel,114999,C4,WW au Maroc,165000,Marrakech,Targa,Automatique,2018,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
toyota,Excellent,5,Oui,14,hybride,224999,RAV 4,WW au Maroc,286000,El Jadida,Hay Essalam,Automatique,2020,2025,3,29,7,1,32,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
peugeot,Excellent,5,Non,6,diesel,184999,308,WW au Maroc,155000,Fes,Oued Fès,Automatique,2018,2024,12,13,6,1,138,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
kia,Excellent,5,Oui,6,diesel,27499,Carnival,WW au Maroc,520000,Marrakech,Amerchich,Automatique,2023,2024,10,14,2,0,198,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
nissan,Très bon,5,Oui,6,diesel,42499,Juke,WW au Maroc,135000,Casablanca,Aïn Chock,Manuelle,2015,2024,12,13,6,1,138,False,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
mercedes-benz,Excellent,5,Non,9,diesel,324999,Classe C,Importée neuve,135000,Rabat,Hay Riad,Manuelle,2008,2025,3,13,5,0,48,True,False,True,False,False,False,True,False,False,True,True,False,True,True,True,False
land rover,Excellent,5,Oui,9,diesel,124999,Range Rover Evoque,WW au Maroc,230000,Marrakech,Allal El Fassi,Automatique,2016,2025,4,12,7,1,18,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
peugeot,Excellent,5,Oui,6,diesel,62499,2008,WW au Maroc,268000,Tanger,Val Fleuri,Automatique,2021,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Bon,5,Non,7,diesel,274999,Duster,WW au Maroc,105000,Casablanca,Hay Hassani,Manuelle,2011,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,True,False,True,True,False,False
dacia,Excellent,5,Non,6,essence,27499,Sandero,WW au Maroc,150000,Oujda,Nour,Automatique,2022,2025,4,8,3,0,22,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
opel,Excellent,5,Non,6,diesel,134999,Astra,WW au Maroc,145000,Marrakech,M'Hamid,Manuelle,2016,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
ford,Très bon,5,Non,7,diesel,274999,Focus,WW au Maroc,74000,El Jadida,Centre,Manuelle,2007,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
seat,Excellent,5,Oui,7,diesel,67499,Arona,WW au Maroc,220000,Marrakech,Massira 1,Manuelle,2022,2024,9,14,7,1,228,False,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
peugeot,Très bon,5,Non,8,diesel,144999,807,Dédouanée,70000,Meknes,Sbata,Manuelle,2007,2025,1,12,1,0,108,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
alfa romeo,Excellent,5,Oui,9,diesel,104999,Stelvio,WW au Maroc,270000,Casablanca,Almaz,Automatique,2018,2025,3,28,6,1,33,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
ford,Excellent,5,Oui,6,diesel,67499,Fiesta,WW au Maroc,164999,Casablanca,Aïn Chock,Manuelle,2020,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
nissan,Excellent,5,Oui,7,diesel,144999,Qashqai,WW au Maroc,175000,Rabat,Agdal,Manuelle,2017,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Bon,5,Non,7,diesel,154999,Megane,Dédouanée,55000,Fes,Agdal,Manuelle,2001,2024,9,14,7,1,228,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
renault,Excellent,5,Oui,6,diesel,124999,Clio,WW au Maroc,128000,Marrakech,Autre secteur,Manuelle,2019,2025,4,4,6,1,26,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False
volkswagen,Excellent,5,Non,6,diesel,374999,Golf 7,Dédouanée,155000,Zagora,Toute la ville,Manuelle,2013,2025,3,13,5,0,48,True,False,False,False,False,False,True,False,False,True,True,False,True,False,True,False
renault,Correct,5,Non,7,diesel,324999,Laguna,WW au Maroc,52000,Fes,Aaouinat Hajjaj,Manuelle,2004,2025,1,12,1,0,108,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False
dacia,Excellent,5,Non,6,diesel,224999,Logan,WW au Maroc,68000,Agadir,Tassila,Manuelle,2007,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
renault,Bon,5,Non,8,essence,2499,Clio,Importée neuve,45000,Ouarzazate,Toute la ville,Manuelle,2001,2025,3,29,7,1,32,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Bon,5,Non,7,diesel,17499,Touran,Dédouanée,140000,Larache,Toute la ville,Automatique,2011,2025,2,11,3,0,78,True,False,True,False,False,False,False,False,False,True,True,False,True,True,True,False
peugeot,Très bon,5,Non,6,diesel,42499,2008,WW au Maroc,229000,Casablanca,Sidi Bernoussi,Manuelle,2021,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
renault,Très bon,5,Non,9,essence,104999,Clio,WW au Maroc,142000,Casablanca,Belvédère,Automatique,2015,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,True,False,True,False,True,False
audi,Excellent,5,Non,8,diesel,224999,Q3,WW au Maroc,265000,Rabat,Yacoub El Mansour,Automatique,2019,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
citroen,Très bon,5,Non,6,essence,114999,C3,WW au Maroc,68000,Temara,Centre Ville,Manuelle,2013,2025,3,13,5,0,48,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
renault,Excellent,5,Non,8,diesel,114999,Laguna,WW au Maroc,87000,Meknes,Wislane,Manuelle,2009,2025,3,13,5,0,48,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
dacia,Très bon,5,Oui,6,diesel,104999,Logan,WW au Maroc,110000,Casablanca,Ben M'sick,Manuelle,2018,2024,10,14,2,0,198,False,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
audi,Excellent,5,Oui,8,diesel,12499,Q2,WW au Maroc,320000,Rabat,Agdal,Automatique,2023,2025,1,12,1,0,108,False,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False
land rover,Très bon,5,Non,8,diesel,164999,Range Rover Evoque,WW au Maroc,190000,Casablanca,2 Mars,Automatique,2013,2024,10,14,2,0,198,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
ford,Très bon,5,Non,6,diesel,274999,Focus,Importée neuve,88000,Taourirt,Toute la ville,Manuelle,2010,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
bmw,Excellent,5,Non,8,diesel,224999,Série 5,WW au Maroc,170000,Casablanca,Maarif,Automatique,2012,2025,4,12,7,1,18,False,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
ford,Excellent,5,Non,8,diesel,224999,Kuga,WW au Maroc,120000,Casablanca,Aïn Chock,Manuelle,2011,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
land rover,Très bon,5,Non,12,diesel,154999,Range Rover Sport,WW au Maroc,450000,Kenitra,Bir Rami Est,Automatique,2019,2025,3,31,2,0,30,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Non,5,diesel,184999,Polo,Importée neuve,113000,Tanger,Mghogha,Manuelle,2013,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,False,False,False,True,True,False
mercedes-benz,Excellent,5,Non,8,diesel,154999,Classe GLC,Dédouanée,700000,Rabat,Agdal,Automatique,2020,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
bmw,Excellent,5,Oui,8,diesel,184999,Série 5,WW au Maroc,320000,Casablanca,Hay Hassani,Automatique,2019,2025,2,11,3,0,78,True,True,True,False,False,False,True,False,False,True,False,False,True,True,True,False
volkswagen,Bon,5,Oui,8,diesel,27499,Golf 5,Dédouanée,85000,Safi,Jerifat,Manuelle,2008,2025,2,11,3,0,78,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False
volkswagen,Très bon,5,Non,19,diesel,2499,Golf 5,WW au Maroc,80000,Tanger,Administratif,Manuelle,2008,2024,10,14,2,0,198,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False
audi,Excellent,5,Non,8,diesel,104999,Q5,WW au Maroc,275000,Casablanca,Aïn Chock,Automatique,2015,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,False,False,True,True,False,False
fiat,Très bon,5,Non,6,essence,324999,Palio,WW au Maroc,28000,Agadir,Hay Massira,Manuelle,2000,2025,2,11,3,0,78,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ford,Très bon,5,Non,6,diesel,134999,Fiesta,WW au Maroc,95000,Casablanca,Oulfa,Manuelle,2013,2025,3,30,1,0,31,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
volkswagen,Excellent,5,Oui,8,diesel,174999,Tiguan,Dédouanée,295000,Casablanca,Abdelmoumen,Automatique,2016,2025,3,13,5,0,48,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
jeep,Excellent,5,Oui,12,diesel,164999,Grand Cherokee,WW au Maroc,256000,Casablanca,Almaz,Automatique,2019,2025,1,12,1,0,108,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
dacia,Excellent,5,Oui,41,diesel,17499,Logan,WW au Maroc,160000,Oujda,Hay Lazaret,Manuelle,2023,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,True,False,False,False,True,True,False
opel,Excellent,5,Oui,6,diesel,17499,Combo,WW au Maroc,165000,Casablanca,Sidi Bernoussi,Manuelle,2022,2025,1,12,1,0,108,False,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
volkswagen,Excellent,5,Non,8,diesel,174999,Jetta,WW au Maroc,160000,El Kelaa des Sraghna,Toute la ville,Automatique,2018,2025,3,13,5,0,48,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
renault,Neuf,5,Oui,6,diesel,82499,Captur,WW au Maroc,155000,Casablanca,2 Mars,Manuelle,2020,2025,4,5,7,1,25,True,True,True,False,False,False,False,False,False,True,True,False,True,True,True,False
renault,Excellent,5,Non,6,diesel,174999,Megane,Dédouanée,126000,Meknes,Wislane,Manuelle,2015,2025,3,17,2,0,44,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False
volkswagen,Bon,5,Non,12,diesel,224999,Touareg,Dédouanée,80000,Casablanca,Sidi Maarouf,Automatique,2010,2025,2,11,3,0,78,True,True,True,False,True,False,True,False,False,True,True,False,True,True,False,False
ford,Excellent,5,Non,6,diesel,164999,Focus,WW au Maroc,135000,Sale,Sala El Jadida,Manuelle,2014,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,True,True,False,True,True,False,False
mercedes-benz,Excellent,5,Oui,8,diesel,32499,Classe E,Importée neuve,730000,Casablanca,Anfa,Automatique,2021,2025,4,12,7,1,18,True,True,True,False,True,False,True,False,False,True,True,False,True,True,True,False
suzuki,Excellent,5,Non,8,diesel,224999,Grand Vitara,Dédouanée,90000,Kenitra,Khabazat,Manuelle,2002,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,False
land rover,Excellent,5,Non,8,diesel,164999,Discovery Sport,Pas encore dédouanée,240000,Meknes,Hamria,Manuelle,2017,2024,9,14,7,1,228,True,True,True,False,False,False,True,False,False,True,True,False,True,True,True,False
peugeot,Bon,5,Non,8,essence,12499,407,Dédouanée,40000,Kenitra,Autre secteur,Manuelle,2005,2024,9,14,7,1,228,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
mercedes-benz,Excellent,5,Oui,6,diesel,174999,AMG GT,WW au Maroc,220000,Beni Mellal,Toute la ville,Automatique,2016,2025,2,11,3,0,78,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False
citroën,Correct,5,Non,4,diesel,2499,Xsara,WW au Maroc,35000,Casablanca,Ain Sebaa,Manuelle,2001,2025,1,12,1,0,108,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
volkswagen,Excellent,5,Oui,12,diesel,124999,Touareg,WW au Maroc,325000,Tanger,Jbel Kbir,Automatique,2019,2025,1,12,1,0,108,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False
hyundai,Excellent,5,Non,9,diesel,154999,Santa Fe,WW au Maroc,90000,Marrakech,Hay Al Hassani,Manuelle,2009,2025,4,12,7,1,18,True,True,True,False,False,False,True,False,False,True,True,False,False,True,True,False
